pid,trial_id,error
1,1,13.864779296094728
2,1,5.332008007730829
3,1,4.522129341779297
4,1,5.601588266850793
5,1,2.365133190004883
6,1,0.08846861946351492
7,1,14.598693497197266
8,1,3.3300365917968744
9,1,15.140020979397116
10,1,2.798869498990882
11,1,7.458808276977539
12,1,7.256974002660091
13,1,6.476142789211313
14,1,19.1055938180293
15,1,22.05679699943545
16,1,2.252770135439068
17,1,9.334123574182575
18,1,6.19812415768944
19,1,10.948494389634428
20,1,8.49269946832949
21,1,17.164132292556786
22,1,2.699798014703367
23,1,13.195647207585118
24,1,8.380495042531143
1,2,6.937870803052735
2,2,-0.9284625415346976
3,2,8.917318627057618
4,2,7.709236718973798
5,2,27.491390132753907
6,2,2.80115348922977
7,2,3.2608028721972655
8,2,84.59450383117675
9,2,10.040722621433565
10,2,3.182284721158851
11,2,4.334571216430664
12,2,7.161932807108575
13,2,14.347699468619103
14,2,6.669232505163086
15,2,3.6012475209045522
16,2,-6.380775899055971
17,2,7.343199295287521
18,2,16.994518505833938
19,2,8.37450028954061
20,2,5.09165724535281
21,2,11.070669984308907
22,2,6.889723407172147
23,2,7.917692072875466
24,2,-2.0844223788098013
1,3,9.033655944043947
2,3,-1.736792918477665
3,3,5.761982247052734
4,3,11.639270561696339
5,3,-0.3769474984716794
6,3,3.8887624226785613
7,3,1.6753860783740233
8,3,61.40725750854492
9,3,2.6018285085286834
10,3,12.59011456213684
11,3,2.659165714111328
12,3,2.053169032872497
13,3,6.334381486263352
14,3,6.648862021764648
15,3,4.649208040695202
16,3,-4.054636091354908
17,3,10.129330597803188
18,3,5.043185817502318
19,3,6.131559625249224
20,3,5.880403522844059
21,3,15.16779988555911
22,3,34.24286014531348
23,3,10.771305105110471
24,3,1.9998901396279063
1,4,5.518812956983399
2,4,0.6404610510327249
3,4,8.113876625714845
4,4,7.153920111816409
5,4,2.53466310486084
6,4,10.210299917337984
7,4,-0.9898189234570314
8,4,1.1548008435058588
9,4,3.500402304483055
10,4,7.21470662794799
11,4,8.588292453613281
12,4,12.185559690933232
13,4,8.489360794709597
14,4,10.942732947667968
15,4,1.56492874191283
16,4,-8.306004931890357
17,4,11.64415284244731
18,4,23.377556669019043
19,4,11.856521382909138
20,4,-1.589613155330305
21,4,6.017685230064422
22,4,4.202049639764397
23,4,67.2102159338068
24,4,0.1270396818006585
1,5,-1.1468841407949215
2,5,-2.70980695529202
3,5,3.942033096967285
4,5,7.013044533889773
5,5,8.095380687563477
6,5,10.004402625836605
7,5,-1.0499480891064454
8,5,-1.0379252917480475
9,5,11.602077218843098
10,5,-1.870092264391083
11,5,8.513057086791992
12,5,-0.07941402898154548
13,5,2.592345461533907
14,5,20.849225180944337
15,5,23.7433749950536
16,5,-11.952717433734167
17,5,12.135076565032355
18,5,17.176839974822997
19,5,11.199210400363897
20,5,1.1301408253062668
21,5,13.186380560684231
22,5,5.387979415002434
23,5,21.76194132138009
24,5,1.6163471648379861
