pid,trial_id,error
1,1,0.0074641986271459
2,1,0.0095613150888945
3,1,0.0035805853568186
4,1,0.0080413735559447
5,1,0.011333043265077
6,1,0.0152176001379062
7,1,0.0068905927587109
8,1,0.0157992109702886
9,1,0.0085531012845483
10,1,0.0106735524773981
11,1,0.0109662458370424
12,1,0.0113586941608911
13,1,0.0125210312669361
14,1,0.0148297384891414
15,1,0.0097250208880746
16,1,0.0121601226407884
17,1,0.008466467105152
18,1,0.0154860943568015
19,1,0.0061922577810658
20,1,0.036873608508353
21,1,0.009201888333121
22,1,0.013095557504973
23,1,0.0091076202776517
24,1,0.0121424661925959
1,2,0.0091436125856825
2,2,0.0130967199733567
3,2,0.0102950174166084
4,2,0.0066925893481498
5,2,0.0110508918196093
6,2,0.0134799717633199
7,2,0.0088680720559647
8,2,0.0108638399081392
9,2,0.0105746939599147
10,2,0.0103067556417419
11,2,0.0098248948282392
12,2,0.0092719537805023
13,2,0.0136934171354499
14,2,0.0160987430784484
15,2,0.0064050756110991
16,2,0.0085975587213773
17,2,0.0113704894154023
18,2,0.0095534985165559
19,2,0.0097640753558991
20,2,0.0109165269472283
21,2,0.0097075705717134
22,2,0.0124669057040908
23,2,0.012017966258394
24,2,0.0153145558038056
1,3,0.0065417813793446
2,3,0.0083742473710216
3,3,0.0071728262938278
4,3,0.0065616358094921
5,3,0.0160337496166165
6,3,0.0083815504313209
7,3,0.0096456725620848
8,3,0.0106056889697915
9,3,0.0100895239376823
10,3,0.0097994099963353
11,3,0.0083771371640022
12,3,0.0072796335556759
13,3,0.0131284206440851
14,3,0.0146167739557807
15,3,0.0084145879762307
16,3,0.0103326631167128
17,3,0.006687059464089
18,3,0.0101650265421421
19,3,0.0105336118063622
20,3,0.007558904070163
21,3,0.0110973046879414
22,3,0.0106088550079778
23,3,0.0166169933515867
24,3,0.0131725729896259
1,4,0.0086279598787207
2,4,0.009279298481497
3,4,0.0063775729748563
4,4,0.0072526443535008
5,4,0.0088239967244172
6,4,0.0120824743826283
7,4,0.006644621835812
8,4,0.0116685862451469
9,4,0.0076652672379321
10,4,0.0086654027219004
11,4,0.0094803974008253
12,4,0.010732760256874
13,4,0.0095419570345106
14,4,0.0148320352928422
15,4,0.0063499977922486
16,4,0.00983397452739
17,4,0.0134874481107129
18,4,0.0111471704505821
19,4,0.0072835059236106
20,4,0.0137976436875681
21,4,0.0079612577424775
22,4,0.0120971413534667
23,4,0.0122430894163326
24,4,0.0160791822872363
1,5,0.0107483903964351
2,5,0.0076400119372647
3,5,0.0074797726869638
4,5,0.0081502843063237
5,5,0.0084936706574348
6,5,0.0139573893419507
7,5,0.0073498030613873
8,5,0.0111104501289395
9,5,0.0091339666167996
10,5,0.0082118393971356
11,5,0.0114823500951466
12,5,0.0129375303706871
13,5,0.0140620306115356
14,5,0.0130523620017304
15,5,0.0064007911502451
16,5,0.0098787325507258
17,5,0.0089204517305211
18,5,0.0073306598124114
19,5,0.0088962710654493
20,5,0.0107064717974554
21,5,0.0089608997291797
22,5,0.0078534730181045
23,5,0.0077662434224557
24,5,0.01769789867605
