pid,trial_id,error
1,1,0.0164484800543819
2,1,0.0158770457829155
3,1,0.0223994489882332
4,1,0.0087353715430051
5,1,0.0148078178601756
6,1,0.0259697914464328
7,1,0.0123443895478296
8,1,0.0688790935547695
9,1,0.0162748084439299
10,1,0.0201208903300801
11,1,0.020378949460816
12,1,0.0204481368991544
13,1,0.0097418595394356
14,1,0.0272317036875536
15,1,0.0141034982224734
16,1,0.020954044012773
17,1,0.0332190993641737
18,1,0.0585805861468004
19,1,0.0148030425336902
20,1,0.079087467311907
21,1,0.0143883858621146
22,1,0.0170313277482024
23,1,0.0172077717387458
24,1,0.0224796729831425
1,2,0.0151606570707266
2,2,0.012006218973356
3,2,0.0125430053266909
4,2,0.0108800276484037
5,2,0.0171774668821847
6,2,0.0205862029499241
7,2,0.0158235778584797
8,2,0.0756446100344432
9,2,0.0131662954963583
10,2,0.0146763311206894
11,2,0.0160511465673595
12,2,0.0140067080507902
13,2,0.0077347028897086
14,2,0.0159346758070704
15,2,0.0114977792114964
16,2,0.0175842785757814
17,2,0.0111693980776649
18,2,0.0794260381855879
19,2,0.0112005469162444
20,2,0.0569060861943968
21,2,0.0102125895206102
22,2,0.0206821214180284
23,2,0.0178811678261922
24,2,0.029577221503931
1,3,0.0123815506309322
2,3,0.0176508816867788
3,3,0.0116723581585848
4,3,0.0105944054551402
5,3,0.0153314605512764
6,3,0.0218669582870165
7,3,0.009856784011751
8,3,0.0201738589964795
9,3,0.0166056186580361
10,3,0.014576193148061
11,3,0.0162783861143205
12,3,0.0219752800241122
13,3,0.007338880338398
14,3,0.0176340119393703
15,3,0.0078040213899619
16,3,0.0090904645093022
17,3,0.0136615350047887
18,3,0.0522559261638407
19,3,0.0094344299166147
20,3,0.0594933852487747
21,3,0.0152308238749295
22,3,0.0155993455708684
23,3,0.0133206693715756
24,3,0.0168019542589224
1,4,0.010192759426854
2,4,0.0095636799053015
3,4,0.0178795371432573
4,4,0.0147133588058386
5,4,0.0166371164496886
6,4,0.0164125795399143
7,4,0.0117928846746906
8,4,0.0165721788844488
9,4,0.0184486739723183
10,4,0.0134987632353213
11,4,0.0171304909874987
12,4,0.0100480313647733
13,4,0.0121650700975245
14,4,0.0198419289551541
15,4,0.00951588750342
16,4,0.0163830204054663
17,4,0.0083167047884721
18,4,0.0536920160797782
19,4,0.0108899545095587
20,4,0.0420193840601969
21,4,0.012980351586516
22,4,0.0135106955989794
23,4,0.0124644455931157
24,4,0.0232040310697451
1,5,0.0107045743511761
2,5,0.0157585707191622
3,5,0.0085698270909891
4,5,0.0110317474869188
5,5,0.0189925623849639
6,5,0.01888649002322
7,5,0.0138336948135852
8,5,0.0135359275165948
9,5,0.0147000235878413
10,5,0.0174263696337213
11,5,0.0108407804290573
12,5,0.0116747403341645
13,5,0.0119165895763527
14,5,0.0268258981971677
15,5,0.0112093057623246
16,5,0.0122961232156829
17,5,0.0125568357979505
18,5,0.042304015532183
19,5,0.0112068764514631
20,5,0.0236706180809953
21,5,0.0158386415037647
22,5,0.014125436908829
23,5,0.00860766023705
24,5,0.0144093535326183
